node_id,node_name,node_iri,ds_id,ds_name,node_attributes
82,displayOrder,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/1/displayOrder,1,tate_artworks_t_1,"-0.3732646330199868,0.0031645569620253164,-1.46274135716993,0.0,-0.041019064831008575,-0.04101905653879548,-0.0410190793038352,-0.09151880601433063,-0.3869399150603802,-0.04101903796220241,-0.04101903256957861,-0.041019002246571026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041019034491338376,-0.04101902971735762,0.0,1.0,1.0,1.0,1.0,0.0"
90,acquisitionYear,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/1/acquisitionYear,1,tate_artworks_t_1,"-0.34821156100902534,0.06962025316455696,-0.13776757942508672,0.0,-0.041019064830993095,-0.041019056538784876,-0.041019079303811865,-0.09151880601433063,-0.3591238147142545,-0.04101903796220221,-0.04101903256957845,-0.041019002246571026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003227824355240275,1.795031055900621,-0.04101903449133821,-0.0410190297173574,0.0,1960.0,1965.0,1971.0,1976.0,11.0"
100,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/1/subjects_id,1,tate_artworks_t_1,"-0.3732646330199868,0.0031645569620253164,-1.46274135716993,0.0,-0.041019064831008575,-0.04101905653879548,-0.0410190793038352,-0.09151880601433063,-0.3869399150603802,-0.04101903796220241,-0.04101903256957861,-0.041019002246571026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041019034491338376,-0.04101902971735762,0.0,1.0,1.0,1.0,1.0,0.0"
108,subjectCount,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/1/subjectCount,1,tate_artworks_t_1,"-0.34463255072174515,0.07911392405063292,-0.25136259335341926,0.0,-0.04101906483100847,-0.04101905653879527,-0.0410190793038352,-0.09151880601433063,-0.3551500860933794,-0.04101903796220204,-0.04101903256957837,-0.041019002246571026,0.44,0.2,0.12,0.04,0.04,0.04,0.04,0.04,0.04,0.6749536064558576,3.7676004114301023,-0.041019034491338154,-0.04101902971735738,0.9784252176922694,7.0,13.0,19.0,39.0,12.0"
115,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/1/era_id,1,tate_artworks_t_1,"-0.3684926193036132,0.013227513227513227,-0.9072630416276039,0.0,-0.04101906483100646,-0.04101905653879325,-0.04101907930383512,-0.09151880601433063,-0.3816416102325467,-0.04101903796219844,-0.041019032569574995,-0.041019002246571026,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.5146494137925135,2.7829065921842004,-0.04101903449133518,-0.041019029717355195,-1.077965258245792,289.0,290.0,350.0,415.0,61.0"
122,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/1/movements_id,1,tate_artworks_t_1,"-0.2742453484052343,0.2222222222222222,0.31376135169128255,0.0,-0.04101906483098351,-0.041019056538676525,-0.0410190793038317,-0.09151880601433063,-0.2770000898828357,-0.04101903796198925,-0.04101903256943814,-0.041019002246571026,0.19047619047619047,0.05952380952380952,0.3333333333333333,0.34523809523809523,0.0,0.03571428571428571,0.0,0.023809523809523808,0.011904761904761904,1.7011790467505696,5.121140214983999,-0.04101903449121274,-0.041019029717353675,1.8440690642875677,343.0,419.0,1688.0,22165.0,1345.0"
131,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/subjects_id,2,tate_artworks_t_2,"-0.3732646330199868,0.00398406374501992,-1.46274135716993,0.0,-0.041019064831008575,-0.04101905653879548,-0.0410190793038352,-0.09151880601433063,-0.3869399150603802,-0.04101903796220241,-0.04101903256957861,-0.041019002246571026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041019034491338376,-0.04101902971735762,0.0,1.0,1.0,1.0,1.0,0.0"
141,endYear,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/endYear,2,tate_artworks_t_2,"-0.26231531411430026,0.3745019920318725,0.39853320750609,0.0,-0.0410190648309938,-0.041019056538784876,-0.04101907930381647,-0.09151880601433063,-0.26375432781325203,-0.04101903796219844,-0.041019032569575876,-0.041019002246571026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05626012917297867,3.3653498172897494,-0.041019034491335725,-0.04101902971735603,-1.220578463222102,1806.0,1922.0,1952.0,1976.0,146.0"
151,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/children_id,2,tate_artworks_t_2,"-0.3565625850126792,0.01750291715285881,-0.38592282763435026,0.0,-0.04101906483100791,-0.04101905653879449,-0.04101907930383506,-0.09151880601433063,-0.36839584816296306,-0.041019037962200744,-0.04101903256957729,-0.041019002246571026,0.4666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.5926545193798304,1.949721484914219,-0.04101903449133702,-0.04101902971735608,0.39312315741682435,40.0,78.0,132.0,184.0,92.0"
158,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/id,2,tate_artworks_t_2,"-0.17880507407776197,0.6533864541832669,0.7170801042213141,0.0,-0.041019064830999166,-0.041019056538782975,-0.04101907930383494,-0.09151880601433063,-0.17103399332616628,-0.04101903796217993,-0.041019032569564025,-0.041019002246571026,0.5548780487804879,0.12195121951219512,0.024390243902439025,0.006097560975609756,0.03048780487804878,0.07926829268292683,0.06707317073170732,0.054878048780487805,0.06097560975609756,0.4703772877446288,2.172336643696999,-0.04101903449132403,-0.04101902971733957,-0.13131955112339255,752.0,1163.0,1651.0,2330.0,899.0"
166,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/movements_id,2,tate_artworks_t_2,"-0.28140336897979473,0.2582781456953642,0.2908143140001888,0.0,-0.04101906483098726,-0.04101905653870603,-0.04101907930383169,-0.09151880601433063,-0.28494754712458586,-0.04101903796204284,-0.0410190325694532,-0.041019002246571026,0.1794871794871795,0.038461538461538464,0.34615384615384615,0.3717948717948718,0.0,0.02564102564102564,0.0,0.02564102564102564,0.01282051282051282,1.785643521314031,5.5010163132076615,-0.041019034491230594,-0.041019029717354626,1.98829831123939,345.0,416.0,1683.0,16667.0,1338.0"
175,displayOrder,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/displayOrder,2,tate_artworks_t_2,"-0.3732646330199868,0.00398406374501992,-1.46274135716993,0.0,-0.041019064831008575,-0.04101905653879548,-0.0410190793038352,-0.09151880601433063,-0.3869399150603802,-0.04101903796220241,-0.04101903256957861,-0.041019002246571026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041019034491338376,-0.04101902971735762,0.0,1.0,1.0,1.0,1.0,0.0"
182,birthYear,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/birthYear,2,tate_artworks_t_2,"-0.26708732783067385,0.35856573705179284,0.4113665508124814,0.0,-0.04101906483099394,-0.041019056538785036,-0.0410190793038173,-0.09151880601433063,-0.2690526326410855,-0.041019037962198066,-0.04101903256957607,-0.041019002246571026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05280899111300707,5.338822156109219,-0.04101903449133617,-0.04101902971735639,-1.7512080416190112,1848.0,1892.0,1920.0,1946.0,72.0"
191,startYear,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/startYear,2,tate_artworks_t_2,"-0.26350831754339366,0.3705179282868526,0.40557953979446176,0.0,-0.0410190648309938,-0.041019056538784876,-0.04101907930381647,-0.09151880601433063,-0.2650789040202104,-0.04101903796219844,-0.04101903256957587,-0.041019002246571026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05639446896981246,3.4346115359370613,-0.04101903449133574,-0.04101902971735605,-1.2533749631933777,1812.0,1922.0,1953.0,1976.0,141.0"
201,movementCount,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/movementCount,2,tate_artworks_t_2,"-0.3696856227327066,0.01593625498007968,-1.2232389245257813,0.0,-0.04101906483100857,-0.04101905653879546,-0.0410190793038352,-0.09151880601433063,-0.3829661864395051,-0.04101903796220238,-0.04101903256957859,-0.041019002246571026,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.447213595499958,1.6399999999999997,-0.04101903449133835,-0.04101902971735758,0.0,1.0,2.0,3.0,4.0,2.0"
210,acquisitionYear,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/acquisitionYear,2,tate_artworks_t_2,"-0.34821156100902534,0.08764940239043825,-0.1474049395017273,0.0,-0.041019064830993095,-0.041019056538784876,-0.041019079303811865,-0.09151880601433063,-0.3591238147142545,-0.04101903796220221,-0.04101903256957845,-0.041019002246571026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003227824355240275,1.795031055900621,-0.04101903449133821,-0.0410190297173574,0.0,1960.0,1965.0,1971.0,1976.0,11.0"
220,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/children_id3_id,2,tate_artworks_t_2,"0.5155229216545991,0.4322132097334878,1.163819281554305,0.0,-0.04101906483097224,-0.04101905653867241,-0.04101907930383322,-0.09151880601433063,0.5998693591236037,-0.04101903796198054,-0.041019032569456125,-0.041019002246571026,0.2855227882037534,0.1581769436997319,0.09249329758713137,0.09115281501340483,0.11126005361930295,0.1032171581769437,0.054959785522788206,0.058981233243967826,0.04423592493297587,1.0233794701930272,4.710502296789264,-0.04101903449122872,-0.04101902971726955,1.5146321504567493,1020.0,2981.0,6372.0,22932.0,5352.0"
227,subjectCount,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/subjectCount,2,tate_artworks_t_2,"-0.34582555415083854,0.09561752988047809,-0.25711471601713565,0.0,-0.04101906483100847,-0.04101905653879527,-0.0410190793038352,-0.09151880601433063,-0.35647466230033775,-0.04101903796220204,-0.04101903256957837,-0.041019002246571026,0.4583333333333333,0.16666666666666666,0.125,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.6944407438446456,4.0278394046644985,-0.041019034491338154,-0.04101902971735738,1.0968807727417875,6.0,12.0,18.0,39.0,12.0"
236,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/children_id2_id,2,tate_artworks_t_2,"-0.2134021735214707,0.09796806966618288,0.41536468088258555,0.0,-0.04101906483100171,-0.04101905653868753,-0.04101907930383505,-0.09151880601433063,-0.20944670332795892,-0.04101903796200651,-0.04101903256950843,-0.041019002246571026,0.43703703703703706,0.0962962962962963,0.037037037037037035,0.05185185185185185,0.05925925925925926,0.08148148148148149,0.07407407407407407,0.1037037037037037,0.05925925925925926,3.100022132285154,23.775604217440826,-0.041019034491296645,-0.0410190297173556,4.2448388575812555,62.0,107.0,164.0,20114.0,102.0"
243,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/tate_artworks_t_2_id,2,tate_artworks_t_2,"-0.07501377574663583,1.0,1.0024294666768394,0.0,-0.041019064830953994,-0.041019056538706765,-0.041019079303829864,-0.09151880601433063,-0.05579586332078829,-0.04101903796204566,-0.04101903256945743,-0.041019002246571026,0.3545816733067729,0.06772908366533864,0.02390438247011952,0.0796812749003984,0.11553784860557768,0.13147410358565736,0.04780876494023904,0.09561752988047809,0.08366533864541832,0.673991685661635,2.078271936970099,-0.041019034491218555,-0.041019029717207174,0.36850326482340057,2448.0,6090.0,10551.0,16531.0,8103.0"
252,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/era_id,2,tate_artworks_t_2,"-0.3684926193036132,0.016556291390728478,-0.9080124903009057,0.0,-0.04101906483100646,-0.04101905653879325,-0.04101907930383512,-0.09151880601433063,-0.3816416102325467,-0.04101903796219844,-0.041019032569574995,-0.041019002246571026,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.5146494137925135,2.7829065921842004,-0.04101903449133518,-0.041019029717355195,-1.077965258245792,289.0,290.0,350.0,415.0,61.0"
260,contributorCount,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/2/contributorCount,2,tate_artworks_t_2,"-0.3732646330199868,0.00398406374501992,-1.46274135716993,0.0,-0.041019064831008575,-0.04101905653879548,-0.0410190793038352,-0.09151880601433063,-0.3869399150603802,-0.04101903796220241,-0.04101903256957861,-0.041019002246571026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041019034491338376,-0.04101902971735762,0.0,1.0,1.0,1.0,1.0,0.0"
268,contributorCount,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/contributorCount,3,tate_artworks_t_3,"-0.3732646330199868,0.0036363636363636364,-1.46274135716993,0.0,-0.041019064831008575,-0.04101905653879548,-0.0410190793038352,-0.09151880601433063,-0.3869399150603802,-0.04101903796220241,-0.04101903256957861,-0.041019002246571026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041019034491338376,-0.04101902971735762,0.0,1.0,1.0,1.0,1.0,0.0"
276,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/children_id2_id,3,tate_artworks_t_3,"-0.21101616666328388,0.09157754010695188,0.4172011033130468,0.0,-0.04101906483100179,-0.04101905653868753,-0.04101907930383505,-0.09151880601433063,-0.2067975509140422,-0.04101903796200651,-0.04101903256950891,-0.041019002246571026,0.44525547445255476,0.0948905109489051,0.0364963503649635,0.051094890510948905,0.058394160583941604,0.08029197080291971,0.072992700729927,0.10218978102189781,0.058394160583941604,3.1164467425686553,24.14490196137281,-0.04101903449129719,-0.0410190297173556,4.280985222227338,63.0,108.0,164.0,20114.0,101.0"
284,endYear,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/endYear,3,tate_artworks_t_3,"-0.2563502969688332,0.36,0.40952994663629916,0.0,-0.04101906483099386,-0.041019056538784876,-0.04101907930381647,-0.09151880601433063,-0.25713144677846017,-0.04101903796219844,-0.04101903256957581,-0.041019002246571026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05775169772639528,2.967284689579083,-0.04101903449133561,-0.04101902971735588,-1.0755652535414106,1783.0,1920.0,1951.0,1976.0,168.0"
291,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/era_id,3,tate_artworks_t_3,"-0.3684926193036132,0.015197568389057751,-0.9008386852387948,0.0,-0.04101906483100646,-0.04101905653879325,-0.04101907930383512,-0.09151880601433063,-0.3816416102325467,-0.04101903796219844,-0.041019032569574995,-0.041019002246571026,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.5146494137925135,2.7829065921842004,-0.04101903449133518,-0.041019029717355195,-1.077965258245792,289.0,290.0,350.0,415.0,61.0"
300,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/children_id3_id,3,tate_artworks_t_3,"0.5787521033965495,0.42454835281615305,1.179152863875862,0.0,-0.041019064830971244,-0.04101905653867241,-0.04101907930383322,-0.09151880601433063,0.6700718980923972,-0.04101903796198054,-0.041019032569455285,-0.041019002246571026,0.28035043804755944,0.1539424280350438,0.09136420525657071,0.0951188986232791,0.11389236545682102,0.10137672090112641,0.0625782227784731,0.057571964956195244,0.04380475594493116,1.0028510500336723,4.541329956878628,-0.041019034491227666,-0.041019029717263615,1.4659175371011761,1063.0,3140.0,6465.0,22932.0,5402.0"
308,displayOrder,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/displayOrder,3,tate_artworks_t_3,"-0.3732646330199868,0.0036363636363636364,-1.46274135716993,0.0,-0.041019064831008575,-0.04101905653879548,-0.0410190793038352,-0.09151880601433063,-0.3869399150603802,-0.04101903796220241,-0.04101903256957861,-0.041019002246571026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041019034491338376,-0.04101902971735762,0.0,1.0,1.0,1.0,1.0,0.0"
316,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/id,3,tate_artworks_t_3,"-0.16210302607045432,0.6472727272727272,0.7459102093938791,0.0,-0.04101906483099924,-0.041019056538782975,-0.04101907930383494,-0.09151880601433063,-0.15248992642874912,-0.04101903796217993,-0.04101903256956382,-0.041019002246571026,0.550561797752809,0.12921348314606743,0.033707865168539325,0.0056179775280898875,0.033707865168539325,0.07303370786516854,0.06179775280898876,0.056179775280898875,0.056179775280898875,0.4804212880936851,2.1128552251312795,-0.04101903449132378,-0.04101902971733904,-0.1281675810126526,750.0,1163.0,1663.0,2330.0,913.0"
323,birthYear,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/birthYear,3,tate_artworks_t_3,"-0.26112231068520686,0.34545454545454546,0.42593251097852775,0.0,-0.04101906483099398,-0.041019056538785036,-0.0410190793038173,-0.09151880601433063,-0.2624297516062936,-0.041019037962198066,-0.041019032569575994,-0.041019002246571026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0543610903392625,4.755632759153754,-0.04101903449133605,-0.04101902971735625,-1.6186084901530378,1832.0,1891.0,1920.0,1946.0,88.0"
331,movementCount,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/movementCount,3,tate_artworks_t_3,"-0.3696856227327066,0.014545454545454545,-1.2285002011256436,0.0,-0.04101906483100857,-0.04101905653879546,-0.0410190793038352,-0.09151880601433063,-0.3829661864395051,-0.04101903796220238,-0.04101903256957859,-0.041019002246571026,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.447213595499958,1.6399999999999997,-0.04101903449133835,-0.04101902971735758,0.0,1.0,2.0,3.0,4.0,2.0"
340,startYear,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/startYear,3,tate_artworks_t_3,"-0.2575433003979266,0.3563636363636364,0.4184886289889337,0.0,-0.04101906483099385,-0.041019056538784876,-0.04101907930381647,-0.09151880601433063,-0.25845602298541853,-0.04101903796219844,-0.0410190325695758,-0.041019002246571026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057926261114453724,3.015655082256207,-0.041019034491335614,-0.04101902971735586,-1.1027889561204434,1792.0,1919.0,1952.0,1976.0,160.0"
347,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/tate_artworks_t_3_id,3,tate_artworks_t_3,"-0.046381693448394136,1.0,1.0431708977571954,0.0,-0.0410190648309541,-0.041019056538706765,-0.041019079303829864,-0.09151880601433063,-0.024006034353787467,-0.04101903796204566,-0.04101903256945769,-0.041019002246571026,0.3490909090909091,0.06545454545454546,0.02909090909090909,0.07272727272727272,0.13454545454545455,0.12727272727272726,0.04363636363636364,0.09818181818181818,0.08,0.6737380342452873,2.079187540994694,-0.041019034491218846,-0.04101902971719952,0.35164486113391463,2448.0,6090.0,10372.0,16531.0,7924.0"
355,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/children_id,3,tate_artworks_t_3,"-0.3565625850126792,0.016025641025641024,-0.3818681502707343,0.0,-0.04101906483100791,-0.04101905653879449,-0.04101907930383506,-0.09151880601433063,-0.36839584816296306,-0.041019037962200744,-0.04101903256957729,-0.041019002246571026,0.4666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.5926545193798304,1.949721484914219,-0.04101903449133702,-0.04101902971735608,0.39312315741682435,40.0,78.0,132.0,184.0,92.0"
363,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/movements_id,3,tate_artworks_t_3,"-0.28021036555070133,0.24012158054711247,0.2966163527714385,0.0,-0.041019064830986905,-0.04101905653870603,-0.04101907930383169,-0.09151880601433063,-0.2836229709176275,-0.04101903796204284,-0.04101903256945358,-0.041019002246571026,0.17721518987341772,0.0379746835443038,0.34177215189873417,0.3670886075949367,0.0,0.0379746835443038,0.0,0.02531645569620253,0.012658227848101266,1.7514963352769097,5.429050701700908,-0.041019034491229844,-0.041019029717354466,1.9584480684022596,345.0,419.0,1686.0,16667.0,1341.0"
371,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/subjects_id,3,tate_artworks_t_3,"-0.3732646330199868,0.0036363636363636364,-1.46274135716993,0.0,-0.041019064831008575,-0.04101905653879548,-0.0410190793038352,-0.09151880601433063,-0.3869399150603802,-0.04101903796220241,-0.04101903256957861,-0.041019002246571026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041019034491338376,-0.04101902971735762,0.0,1.0,1.0,1.0,1.0,0.0"
379,acquisitionYear,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/3/acquisitionYear,3,tate_artworks_t_3,"-0.34821156100902534,0.08,-0.147841172712923,0.0,-0.041019064830993095,-0.041019056538784876,-0.041019079303811865,-0.09151880601433063,-0.3591238147142545,-0.04101903796220221,-0.04101903256957845,-0.041019002246571026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003227824355240275,1.795031055900621,-0.04101903449133821,-0.0410190297173574,0.0,1960.0,1965.0,1971.0,1976.0,11.0"
