src_id,dst_id,link_type,str_type,link_weight
409,238,numAttribute,1,1
407,254,numAttribute,1,1
432,223,numAttribute,1,1
409,295,numAttribute,1,1
409,302,numAttribute,1,1
409,334,numAttribute,1,1
409,326,numAttribute,1,1
409,310,numAttribute,1,1
404,270,numAttribute,1,1
409,318,numAttribute,1,1
423,287,numAttribute,1,1
409,279,numAttribute,1,1
556,392,numAttribute,1,1
558,382,numAttribute,1,1
557,367,numAttribute,1,1
541,343,numAttribute,1,1
558,375,numAttribute,1,1
546,360,numAttribute,1,1
550,352,numAttribute,1,1
558,461,numAttribute,1,1
558,429,numAttribute,1,1
558,406,numAttribute,1,1
558,422,numAttribute,1,1
558,438,numAttribute,1,1
536,451,numAttribute,1,1
558,446,numAttribute,1,1
539,398,numAttribute,1,1
558,414,numAttribute,1,1
576,518,numAttribute,1,1
577,494,numAttribute,1,1
581,502,numAttribute,1,1
587,486,numAttribute,1,1
577,510,numAttribute,1,1
586,478,numAttribute,1,1
583,467,numAttribute,1,1
577,566,numAttribute,1,1
580,558,numAttribute,1,1
577,550,numAttribute,1,1
577,534,numAttribute,1,1
577,588,numAttribute,1,1
577,574,numAttribute,1,1
577,582,numAttribute,1,1
577,542,numAttribute,1,1
582,526,numAttribute,1,1
709,603,numAttribute,1,1
709,613,numAttribute,1,1
712,597,numAttribute,1,1
733,626,numAttribute,1,1
737,634,numAttribute,1,1
737,621,numAttribute,1,1
789,658,numAttribute,1,1
800,643,numAttribute,1,1
789,650,numAttribute,1,1
825,675,numAttribute,1,1
827,682,numAttribute,1,1
825,666,numAttribute,1,1
884,706,numAttribute,1,1
875,698,numAttribute,1,1
884,692,numAttribute,1,1
1347,724,numAttribute,1,1
1346,764,numAttribute,1,1
1346,716,numAttribute,1,1
1348,740,numAttribute,1,1
1349,748,numAttribute,1,1
1347,732,numAttribute,1,1
1348,754,numAttribute,1,1
1489,797,numAttribute,1,1
1489,806,numAttribute,1,1
1493,782,numAttribute,1,1
1495,790,numAttribute,1,1
1491,822,numAttribute,1,1
1495,814,numAttribute,1,1
1491,774,numAttribute,1,1
1589,868,numAttribute,1,1
1585,838,numAttribute,1,1
1585,876,numAttribute,1,1
1580,830,numAttribute,1,1
1583,862,numAttribute,1,1
1587,854,numAttribute,1,1
1582,846,numAttribute,1,1
1653,931,numAttribute,1,1
1659,921,numAttribute,1,1
1657,892,numAttribute,1,1
1661,901,numAttribute,1,1
1659,885,numAttribute,1,1
1655,913,numAttribute,1,1
1650,906,numAttribute,1,1
1713,945,numAttribute,1,1
1709,986,numAttribute,1,1
1711,937,numAttribute,1,1
1712,954,numAttribute,1,1
1714,979,numAttribute,1,1
1713,962,numAttribute,1,1
1710,970,numAttribute,1,1
1734,1000,numAttribute,1,1
1737,993,numAttribute,1,1
1836,1015,numAttribute,1,1
1834,1008,numAttribute,1,1
1880,1105,numAttribute,1,1
1880,1040,numAttribute,1,1
1885,1064,numAttribute,1,1
1880,1072,numAttribute,1,1
1883,1032,numAttribute,1,1
1882,1098,numAttribute,1,1
1886,1121,numAttribute,1,1
1881,1057,numAttribute,1,1
1880,1080,numAttribute,1,1
1882,1129,numAttribute,1,1
1880,1113,numAttribute,1,1
1884,1089,numAttribute,1,1
1880,1048,numAttribute,1,1
1882,1024,numAttribute,1,1
1880,1137,numAttribute,1,1
2021,1167,numAttribute,1,1
2029,1174,numAttribute,1,1
2021,1204,numAttribute,1,1
2019,1198,numAttribute,1,1
2021,1145,numAttribute,1,1
2021,1221,numAttribute,1,1
2021,1152,numAttribute,1,1
2031,1236,numAttribute,1,1
2027,1190,numAttribute,1,1
2029,1228,numAttribute,1,1
2021,1159,numAttribute,1,1
2029,1244,numAttribute,1,1
2023,1213,numAttribute,1,1
2025,1183,numAttribute,1,1
2021,1254,numAttribute,1,1
2148,1272,numAttribute,1,1
2148,1289,numAttribute,1,1
2147,1305,numAttribute,1,1
2146,1297,numAttribute,1,1
2147,1261,numAttribute,1,1
2148,1313,numAttribute,1,1
2147,1281,numAttribute,1,1
2227,1362,numAttribute,1,1
2225,1348,numAttribute,1,1
2225,1329,numAttribute,1,1
2224,1341,numAttribute,1,1
2224,1355,numAttribute,1,1
2225,1334,numAttribute,1,1
2224,1321,numAttribute,1,1
4,33,numAttribute,1,1
30,19,numAttribute,1,1
30,25,numAttribute,1,1
21,10,numAttribute,1,1
4,41,numAttribute,1,1
30,51,numAttribute,1,1
4,1,numAttribute,1,1
140,58,numAttribute,1,1
138,104,numAttribute,1,1
138,72,numAttribute,1,1
138,96,numAttribute,1,1
144,88,numAttribute,1,1
140,64,numAttribute,1,1
140,80,numAttribute,1,1
182,120,numAttribute,1,1
174,144,numAttribute,1,1
182,112,numAttribute,1,1
182,162,numAttribute,1,1
174,136,numAttribute,1,1
176,155,numAttribute,1,1
174,128,numAttribute,1,1
242,186,numAttribute,1,1
239,170,numAttribute,1,1
239,216,numAttribute,1,1
242,178,numAttribute,1,1
242,209,numAttribute,1,1
239,202,numAttribute,1,1
228,194,numAttribute,1,1
317,225,numAttribute,1,1
330,312,numAttribute,1,1
319,232,numAttribute,1,1
328,280,numAttribute,1,1
318,336,numAttribute,1,1
317,344,numAttribute,1,1
334,296,numAttribute,1,1
341,359,numAttribute,1,1
341,288,numAttribute,1,1
328,240,numAttribute,1,1
331,351,numAttribute,1,1
328,256,numAttribute,1,1
328,376,numAttribute,1,1
328,272,numAttribute,1,1
317,248,numAttribute,1,1
328,264,numAttribute,1,1
328,304,numAttribute,1,1
328,328,numAttribute,1,1
341,368,numAttribute,1,1
325,321,numAttribute,1,1
328,384,numAttribute,1,1
406,408,numAttribute,1,1
399,391,numAttribute,1,1
402,524,numAttribute,1,1
400,516,numAttribute,1,1
420,485,numAttribute,1,1
402,462,numAttribute,1,1
420,453,numAttribute,1,1
406,441,numAttribute,1,1
405,401,numAttribute,1,1
420,423,numAttribute,1,1
402,476,numAttribute,1,1
401,501,numAttribute,1,1
420,493,numAttribute,1,1
420,415,numAttribute,1,1
420,509,numAttribute,1,1
420,434,numAttribute,1,1
406,548,numAttribute,1,1
408,538,numAttribute,1,1
422,531,numAttribute,1,1
420,469,numAttribute,1,1
420,556,numAttribute,1,1
552,671,numAttribute,1,1
534,564,numAttribute,1,1
553,707,numAttribute,1,1
529,631,numAttribute,1,1
553,656,numAttribute,1,1
551,685,numAttribute,1,1
552,699,numAttribute,1,1
553,679,numAttribute,1,1
540,598,numAttribute,1,1
527,580,numAttribute,1,1
553,647,numAttribute,1,1
545,615,numAttribute,1,1
553,663,numAttribute,1,1
552,693,numAttribute,1,1
553,590,numAttribute,1,1
531,573,numAttribute,1,1
553,714,numAttribute,1,1
545,607,numAttribute,1,1
545,639,numAttribute,1,1
553,623,numAttribute,1,1
553,721,numAttribute,1,1
622,875,numAttribute,1,1
598,802,numAttribute,1,1
622,792,numAttribute,1,1
597,729,numAttribute,1,1
600,843,numAttribute,1,1
610,825,numAttribute,1,1
622,859,numAttribute,1,1
622,851,numAttribute,1,1
598,808,numAttribute,1,1
622,867,numAttribute,1,1
622,835,numAttribute,1,1
598,818,numAttribute,1,1
619,881,numAttribute,1,1
623,756,numAttribute,1,1
622,738,numAttribute,1,1
622,762,numAttribute,1,1
599,777,numAttribute,1,1
597,767,numAttribute,1,1
615,784,numAttribute,1,1
597,746,numAttribute,1,1
622,889,numAttribute,1,1
697,1003,numAttribute,1,1
681,907,numAttribute,1,1
707,1052,numAttribute,1,1
675,1010,numAttribute,1,1
711,935,numAttribute,1,1
711,963,numAttribute,1,1
701,955,numAttribute,1,1
707,1028,numAttribute,1,1
681,899,numAttribute,1,1
681,988,numAttribute,1,1
681,1037,numAttribute,1,1
681,946,numAttribute,1,1
681,1044,numAttribute,1,1
703,914,numAttribute,1,1
681,929,numAttribute,1,1
707,1021,numAttribute,1,1
713,922,numAttribute,1,1
694,995,numAttribute,1,1
681,972,numAttribute,1,1
711,978,numAttribute,1,1
681,1059,numAttribute,1,1
776,1193,numAttribute,1,1
763,1209,numAttribute,1,1
776,1131,numAttribute,1,1
776,1068,numAttribute,1,1
776,1175,numAttribute,1,1
763,1149,numAttribute,1,1
761,1094,numAttribute,1,1
776,1217,numAttribute,1,1
764,1109,numAttribute,1,1
763,1085,numAttribute,1,1
761,1199,numAttribute,1,1
770,1117,numAttribute,1,1
776,1165,numAttribute,1,1
767,1101,numAttribute,1,1
773,1141,numAttribute,1,1
771,1184,numAttribute,1,1
776,1077,numAttribute,1,1
772,1225,numAttribute,1,1
761,1125,numAttribute,1,1
776,1158,numAttribute,1,1
776,1231,numAttribute,1,1
816,1248,numAttribute,1,1
817,1239,numAttribute,1,1
819,1255,numAttribute,1,1
869,1262,numAttribute,1,1
849,1270,numAttribute,1,1
866,1278,numAttribute,1,1
895,1286,numAttribute,1,1
904,1301,numAttribute,1,1
893,1294,numAttribute,1,1
972,1323,numAttribute,1,1
974,1316,numAttribute,1,1
966,1308,numAttribute,1,1
1066,1063,numAttribute,1,1
1076,1047,numAttribute,1,1
1080,1055,numAttribute,1,1
1066,1039,numAttribute,1,1
1081,1071,numAttribute,1,1
1165,1087,numAttribute,1,1
1153,1093,numAttribute,1,1
1142,1111,numAttribute,1,1
1160,1102,numAttribute,1,1
1160,1079,numAttribute,1,1
1321,1119,numAttribute,1,1
1314,1135,numAttribute,1,1
1312,1151,numAttribute,1,1
1321,1127,numAttribute,1,1
1322,1142,numAttribute,1,1
1375,1161,numAttribute,1,1
1382,1177,numAttribute,1,1
1378,1192,numAttribute,1,1
1385,1185,numAttribute,1,1
1382,1166,numAttribute,1,1
1437,1208,numAttribute,1,1
1435,1224,numAttribute,1,1
1437,1232,numAttribute,1,1
1429,1201,numAttribute,1,1
1427,1216,numAttribute,1,1
1576,1238,numAttribute,1,1
1565,1245,numAttribute,1,1
1571,1260,numAttribute,1,1
1584,1268,numAttribute,1,1
1576,1252,numAttribute,1,1
1642,1275,numAttribute,1,1
1800,1282,numAttribute,1,1
1848,1290,numAttribute,1,1
1889,1296,numAttribute,1,1
1901,1304,numAttribute,1,1
1961,1356,numAttribute,1,1
1955,1335,numAttribute,1,1
1961,1311,numAttribute,1,1
1957,1342,numAttribute,1,1
1955,1369,numAttribute,1,1
1957,1363,numAttribute,1,1
1949,1320,numAttribute,1,1
1949,1326,numAttribute,1,1
1944,1349,numAttribute,1,1
2059,1375,numAttribute,1,1
2056,1398,numAttribute,1,1
2059,1410,numAttribute,1,1
2065,1391,numAttribute,1,1
2068,1413,numAttribute,1,1
2077,1393,numAttribute,1,1
2068,1381,numAttribute,1,1
2077,1386,numAttribute,1,1
2065,1405,numAttribute,1,1
2218,1428,numAttribute,1,1
2218,1447,numAttribute,1,1
2206,1423,numAttribute,1,1
2221,1452,numAttribute,1,1
2221,1438,numAttribute,1,1
2211,1433,numAttribute,1,1
2213,1457,numAttribute,1,1
2213,1418,numAttribute,1,1
2211,1443,numAttribute,1,1
2256,1480,numAttribute,1,1
2258,1471,numAttribute,1,1
2266,1495,numAttribute,1,1
2258,1490,numAttribute,1,1
2250,1463,numAttribute,1,1
2252,1485,numAttribute,1,1
2250,1466,numAttribute,1,1
2252,1476,numAttribute,1,1
2266,1500,numAttribute,1,1
40,59,numAttribute,1,1
46,156,numAttribute,1,1
46,94,numAttribute,1,1
11,67,numAttribute,1,1
57,43,numAttribute,1,1
11,102,numAttribute,1,1
27,29,numAttribute,1,1
31,17,numAttribute,1,1
38,118,numAttribute,1,1
18,110,numAttribute,1,1
46,50,numAttribute,1,1
11,140,numAttribute,1,1
46,126,numAttribute,1,1
31,5,numAttribute,1,1
31,9,numAttribute,1,1
46,133,numAttribute,1,1
58,86,numAttribute,1,1
46,75,numAttribute,1,1
46,34,numAttribute,1,1
46,148,numAttribute,1,1
46,163,numAttribute,1,1
46,171,numAttribute,1,1
158,196,numAttribute,1,1
157,251,numAttribute,1,1
148,317,numAttribute,1,1
151,307,numAttribute,1,1
158,212,numAttribute,1,1
148,180,numAttribute,1,1
158,259,numAttribute,1,1
162,324,numAttribute,1,1
154,283,numAttribute,1,1
148,267,numAttribute,1,1
157,332,numAttribute,1,1
161,228,numAttribute,1,1
157,188,numAttribute,1,1
158,244,numAttribute,1,1
158,299,numAttribute,1,1
158,219,numAttribute,1,1
158,275,numAttribute,1,1
155,205,numAttribute,1,1
158,292,numAttribute,1,1
143,235,numAttribute,1,1
158,341,numAttribute,1,1
158,350,numAttribute,1,1
213,504,numAttribute,1,1
203,374,numAttribute,1,1
207,512,numAttribute,1,1
213,496,numAttribute,1,1
213,471,numAttribute,1,1
203,409,numAttribute,1,1
207,440,numAttribute,1,1
224,399,numAttribute,1,1
203,390,numAttribute,1,1
207,383,numAttribute,1,1
223,487,numAttribute,1,1
203,448,numAttribute,1,1
205,366,numAttribute,1,1
215,456,numAttribute,1,1
203,481,numAttribute,1,1
203,424,numAttribute,1,1
203,416,numAttribute,1,1
225,432,numAttribute,1,1
209,463,numAttribute,1,1
203,358,numAttribute,1,1
203,527,numAttribute,1,1
203,519,numAttribute,1,1
356,662,numAttribute,1,1
374,670,numAttribute,1,1
374,591,numAttribute,1,1
378,606,numAttribute,1,1
374,630,numAttribute,1,1
374,584,numAttribute,1,1
362,568,numAttribute,1,1
374,599,numAttribute,1,1
350,536,numAttribute,1,1
343,646,numAttribute,1,1
333,614,numAttribute,1,1
374,551,numAttribute,1,1
374,677,numAttribute,1,1
362,543,numAttribute,1,1
366,559,numAttribute,1,1
362,576,numAttribute,1,1
356,622,numAttribute,1,1
356,654,numAttribute,1,1
374,638,numAttribute,1,1
369,686,numAttribute,1,1
374,694,numAttribute,1,1
374,704,numAttribute,1,1
441,761,numAttribute,1,1
435,780,numAttribute,1,1
439,788,numAttribute,1,1
456,844,numAttribute,1,1
456,861,numAttribute,1,1
431,812,numAttribute,1,1
456,712,numAttribute,1,1
456,827,numAttribute,1,1
431,804,numAttribute,1,1
431,752,numAttribute,1,1
448,720,numAttribute,1,1
448,771,numAttribute,1,1
456,745,numAttribute,1,1
448,853,numAttribute,1,1
458,820,numAttribute,1,1
456,728,numAttribute,1,1
455,870,numAttribute,1,1
456,796,numAttribute,1,1
444,836,numAttribute,1,1
456,736,numAttribute,1,1
456,878,numAttribute,1,1
456,886,numAttribute,1,1
501,910,numAttribute,1,1
501,894,numAttribute,1,1
501,902,numAttribute,1,1
563,918,numAttribute,1,1
563,933,numAttribute,1,1
563,926,numAttribute,1,1
574,950,numAttribute,1,1
574,941,numAttribute,1,1
574,958,numAttribute,1,1
658,989,numAttribute,1,1
648,981,numAttribute,1,1
650,973,numAttribute,1,1
654,966,numAttribute,1,1
760,996,numAttribute,1,1
755,1012,numAttribute,1,1
758,1019,numAttribute,1,1
752,1005,numAttribute,1,1
805,1042,numAttribute,1,1
803,1051,numAttribute,1,1
807,1025,numAttribute,1,1
808,1036,numAttribute,1,1
834,1061,numAttribute,1,1
835,1075,numAttribute,1,1
830,1083,numAttribute,1,1
833,1067,numAttribute,1,1
881,1114,numAttribute,1,1
878,1097,numAttribute,1,1
876,1090,numAttribute,1,1
873,1106,numAttribute,1,1
1196,1122,numAttribute,1,1
1261,1130,numAttribute,1,1
1125,1154,numAttribute,1,1
1159,1249,numAttribute,1,1
1172,1234,numAttribute,1,1
1172,1274,numAttribute,1,1
1219,1242,numAttribute,1,1
1172,1146,numAttribute,1,1
1205,1170,numAttribute,1,1
1129,1162,numAttribute,1,1
1207,1226,numAttribute,1,1
1261,1218,numAttribute,1,1
1230,1186,numAttribute,1,1
1224,1266,numAttribute,1,1
1251,1138,numAttribute,1,1
1255,1202,numAttribute,1,1
1261,1210,numAttribute,1,1
1189,1178,numAttribute,1,1
1248,1258,numAttribute,1,1
1134,1194,numAttribute,1,1
1261,1299,numAttribute,1,1
1172,1291,numAttribute,1,1
1172,1283,numAttribute,1,1
1261,1307,numAttribute,1,1
1261,1314,numAttribute,1,1
1563,985,numAttribute,1,1
1546,1107,numAttribute,1,1
1455,1001,numAttribute,1,1
1454,1053,numAttribute,1,1
1455,1099,numAttribute,1,1
1447,959,numAttribute,1,1
1518,1060,numAttribute,1,1
1475,1035,numAttribute,1,1
1505,1069,numAttribute,1,1
1551,1046,numAttribute,1,1
1545,991,numAttribute,1,1
1507,1020,numAttribute,1,1
1539,975,numAttribute,1,1
1568,1009,numAttribute,1,1
1455,967,numAttribute,1,1
1451,1076,numAttribute,1,1
1562,1116,numAttribute,1,1
1447,1092,numAttribute,1,1
1449,951,numAttribute,1,1
1544,1029,numAttribute,1,1
1447,1084,numAttribute,1,1
1575,936,numAttribute,1,1
1458,944,numAttribute,1,1
1455,1124,numAttribute,1,1
1455,1156,numAttribute,1,1
1447,1147,numAttribute,1,1
1447,1140,numAttribute,1,1
1447,1132,numAttribute,1,1
1851,1317,numAttribute,1,1
1768,1256,numAttribute,1,1
1821,1163,numAttribute,1,1
1747,1220,numAttribute,1,1
1828,1287,numAttribute,1,1
1733,1295,numAttribute,1,1
1803,1271,numAttribute,1,1
1797,1309,numAttribute,1,1
1733,1230,numAttribute,1,1
1823,1303,numAttribute,1,1
1828,1264,numAttribute,1,1
1813,1247,numAttribute,1,1
1807,1212,numAttribute,1,1
1793,1179,numAttribute,1,1
1733,1196,numAttribute,1,1
1770,1206,numAttribute,1,1
1740,1240,numAttribute,1,1
1732,1187,numAttribute,1,1
1828,1280,numAttribute,1,1
1826,1172,numAttribute,1,1
1733,1339,numAttribute,1,1
1828,1346,numAttribute,1,1
1733,1332,numAttribute,1,1
1828,1354,numAttribute,1,1
1733,1325,numAttribute,1,1
2115,1367,numAttribute,1,1
2121,1360,numAttribute,1,1
2078,1451,numAttribute,1,1
2090,1378,numAttribute,1,1
2048,1416,numAttribute,1,1
2090,1455,numAttribute,1,1
2001,1384,numAttribute,1,1
2111,1374,numAttribute,1,1
2002,1425,numAttribute,1,1
2018,1440,numAttribute,1,1
2017,1387,numAttribute,1,1
2028,1461,numAttribute,1,1
2062,1406,numAttribute,1,1
2037,1467,numAttribute,1,1
2108,1401,numAttribute,1,1
2028,1409,numAttribute,1,1
2090,1396,numAttribute,1,1
2028,1445,numAttribute,1,1
2038,1435,numAttribute,1,1
2060,1420,numAttribute,1,1
