src_id,dst_id,link_type,str_type,link_weight
214,2080,strAttribute,1,1
214,2115,strAttribute,1,1
198,2131,strAttribute,1,1
214,2091,strAttribute,1,1
210,2124,strAttribute,1,1
214,2194,strAttribute,1,1
212,2201,strAttribute,1,1
198,2163,strAttribute,1,1
212,2107,strAttribute,1,1
198,2186,strAttribute,1,1
200,2148,strAttribute,1,1
212,2171,strAttribute,1,1
263,2237,strAttribute,1,1
268,2323,strAttribute,1,1
274,2209,strAttribute,1,1
268,2257,strAttribute,1,1
266,2280,strAttribute,1,1
272,2298,strAttribute,1,1
263,2314,strAttribute,1,1
270,2338,strAttribute,1,1
272,2265,strAttribute,1,1
268,2221,strAttribute,1,1
263,2248,strAttribute,1,1
274,2332,strAttribute,1,1
268,2215,strAttribute,1,1
274,2271,strAttribute,1,1
268,2289,strAttribute,1,1
268,2230,strAttribute,1,1
272,2306,strAttribute,1,1
355,2425,strAttribute,1,1
361,2393,strAttribute,1,1
363,2401,strAttribute,1,1
365,2377,strAttribute,1,1
363,2463,strAttribute,1,1
361,2353,strAttribute,1,1
363,2440,strAttribute,1,1
377,2361,strAttribute,1,1
365,2416,strAttribute,1,1
355,2433,strAttribute,1,1
355,2409,strAttribute,1,1
365,2385,strAttribute,1,1
365,2368,strAttribute,1,1
365,2448,strAttribute,1,1
361,2455,strAttribute,1,1
365,2345,strAttribute,1,1
371,2470,strAttribute,1,1
618,2585,strAttribute,1,1
611,2529,strAttribute,1,1
602,2511,strAttribute,1,1
602,2561,strAttribute,1,1
609,2597,strAttribute,1,1
602,2488,strAttribute,1,1
609,2569,strAttribute,1,1
611,2479,strAttribute,1,1
618,2545,strAttribute,1,1
609,2607,strAttribute,1,1
604,2592,strAttribute,1,1
611,2553,strAttribute,1,1
611,2503,strAttribute,1,1
617,2495,strAttribute,1,1
618,2577,strAttribute,1,1
611,2521,strAttribute,1,1
611,2537,strAttribute,1,1
636,2641,strAttribute,1,1
635,2756,strAttribute,1,1
633,2690,strAttribute,1,1
636,2729,strAttribute,1,1
635,2722,strAttribute,1,1
635,2633,strAttribute,1,1
635,2705,strAttribute,1,1
635,2779,strAttribute,1,1
635,2617,strAttribute,1,1
636,2771,strAttribute,1,1
635,2625,strAttribute,1,1
635,2801,strAttribute,1,1
636,2698,strAttribute,1,1
635,2656,strAttribute,1,1
636,2712,strAttribute,1,1
636,2787,strAttribute,1,1
636,2808,strAttribute,1,1
635,2681,strAttribute,1,1
636,2672,strAttribute,1,1
636,2739,strAttribute,1,1
635,2795,strAttribute,1,1
636,2747,strAttribute,1,1
635,2664,strAttribute,1,1
635,2647,strAttribute,1,1
635,2763,strAttribute,1,1
2,89,strAttribute,1,1
15,81,strAttribute,1,1
15,193,strAttribute,1,1
10,122,strAttribute,1,1
15,41,strAttribute,1,1
15,178,strAttribute,1,1
10,170,strAttribute,1,1
15,146,strAttribute,1,1
15,17,strAttribute,1,1
10,72,strAttribute,1,1
15,130,strAttribute,1,1
15,162,strAttribute,1,1
15,105,strAttribute,1,1
10,48,strAttribute,1,1
15,154,strAttribute,1,1
15,98,strAttribute,1,1
15,64,strAttribute,1,1
10,25,strAttribute,1,1
10,15,strAttribute,1,1
15,3,strAttribute,1,1
10,33,strAttribute,1,1
10,138,strAttribute,1,1
10,56,strAttribute,1,1
10,186,strAttribute,1,1
15,114,strAttribute,1,1
145,200,strAttribute,1,1
146,389,strAttribute,1,1
145,353,strAttribute,1,1
146,208,strAttribute,1,1
146,370,strAttribute,1,1
146,274,strAttribute,1,1
147,304,strAttribute,1,1
146,223,strAttribute,1,1
145,313,strAttribute,1,1
146,266,strAttribute,1,1
145,322,strAttribute,1,1
145,378,strAttribute,1,1
145,240,strAttribute,1,1
145,256,strAttribute,1,1
146,330,strAttribute,1,1
145,337,strAttribute,1,1
145,296,strAttribute,1,1
145,398,strAttribute,1,1
145,216,strAttribute,1,1
146,289,strAttribute,1,1
145,282,strAttribute,1,1
146,346,strAttribute,1,1
145,249,strAttribute,1,1
146,233,strAttribute,1,1
145,362,strAttribute,1,1
222,518,strAttribute,1,1
220,558,strAttribute,1,1
222,596,strAttribute,1,1
222,573,strAttribute,1,1
222,589,strAttribute,1,1
220,542,strAttribute,1,1
220,439,strAttribute,1,1
220,526,strAttribute,1,1
222,495,strAttribute,1,1
222,479,strAttribute,1,1
222,423,strAttribute,1,1
222,407,strAttribute,1,1
222,453,strAttribute,1,1
220,447,strAttribute,1,1
222,430,strAttribute,1,1
222,488,strAttribute,1,1
222,534,strAttribute,1,1
220,415,strAttribute,1,1
220,581,strAttribute,1,1
218,462,strAttribute,1,1
222,550,strAttribute,1,1
220,471,strAttribute,1,1
220,504,strAttribute,1,1
222,565,strAttribute,1,1
220,511,strAttribute,1,1
248,721,strAttribute,1,1
246,737,strAttribute,1,1
248,656,strAttribute,1,1
248,679,strAttribute,1,1
246,773,strAttribute,1,1
246,754,strAttribute,1,1
246,797,strAttribute,1,1
246,649,strAttribute,1,1
247,730,strAttribute,1,1
246,712,strAttribute,1,1
246,779,strAttribute,1,1
248,640,strAttribute,1,1
246,788,strAttribute,1,1
246,604,strAttribute,1,1
246,632,strAttribute,1,1
248,627,strAttribute,1,1
246,619,strAttribute,1,1
248,672,strAttribute,1,1
248,747,strAttribute,1,1
248,697,strAttribute,1,1
246,763,strAttribute,1,1
246,611,strAttribute,1,1
246,665,strAttribute,1,1
248,704,strAttribute,1,1
248,689,strAttribute,1,1
279,812,strAttribute,1,1
279,897,strAttribute,1,1
275,932,strAttribute,1,1
279,850,strAttribute,1,1
279,921,strAttribute,1,1
279,998,strAttribute,1,1
282,965,strAttribute,1,1
275,827,strAttribute,1,1
275,973,strAttribute,1,1
275,834,strAttribute,1,1
275,939,strAttribute,1,1
275,858,strAttribute,1,1
279,881,strAttribute,1,1
275,913,strAttribute,1,1
279,982,strAttribute,1,1
275,866,strAttribute,1,1
275,946,strAttribute,1,1
279,874,strAttribute,1,1
279,842,strAttribute,1,1
275,890,strAttribute,1,1
275,990,strAttribute,1,1
275,803,strAttribute,1,1
275,906,strAttribute,1,1
275,819,strAttribute,1,1
279,956,strAttribute,1,1
324,1180,strAttribute,1,1
329,1038,strAttribute,1,1
329,1047,strAttribute,1,1
324,1172,strAttribute,1,1
324,1070,strAttribute,1,1
324,1156,strAttribute,1,1
329,1077,strAttribute,1,1
324,1164,strAttribute,1,1
329,1012,strAttribute,1,1
329,1054,strAttribute,1,1
329,1146,strAttribute,1,1
324,1137,strAttribute,1,1
327,1092,strAttribute,1,1
324,1108,strAttribute,1,1
329,1101,strAttribute,1,1
324,1029,strAttribute,1,1
324,1061,strAttribute,1,1
324,1116,strAttribute,1,1
324,1132,strAttribute,1,1
329,1006,strAttribute,1,1
324,1021,strAttribute,1,1
329,1187,strAttribute,1,1
324,1123,strAttribute,1,1
329,1196,strAttribute,1,1
324,1085,strAttribute,1,1
393,1257,strAttribute,1,1
392,1243,strAttribute,1,1
391,1385,strAttribute,1,1
391,1235,strAttribute,1,1
392,1353,strAttribute,1,1
391,1393,strAttribute,1,1
391,1343,strAttribute,1,1
392,1358,strAttribute,1,1
391,1227,strAttribute,1,1
391,1204,strAttribute,1,1
392,1272,strAttribute,1,1
392,1312,strAttribute,1,1
391,1375,strAttribute,1,1
392,1366,strAttribute,1,1
392,1280,strAttribute,1,1
392,1336,strAttribute,1,1
391,1251,strAttribute,1,1
391,1296,strAttribute,1,1
391,1266,strAttribute,1,1
391,1288,strAttribute,1,1
391,1320,strAttribute,1,1
392,1221,strAttribute,1,1
391,1212,strAttribute,1,1
392,1304,strAttribute,1,1
391,1328,strAttribute,1,1
413,1458,strAttribute,1,1
416,1443,strAttribute,1,1
416,1539,strAttribute,1,1
416,1515,strAttribute,1,1
416,1547,strAttribute,1,1
413,1594,strAttribute,1,1
416,1523,strAttribute,1,1
413,1482,strAttribute,1,1
413,1467,strAttribute,1,1
416,1571,strAttribute,1,1
416,1587,strAttribute,1,1
416,1400,strAttribute,1,1
413,1475,strAttribute,1,1
416,1491,strAttribute,1,1
416,1563,strAttribute,1,1
416,1507,strAttribute,1,1
413,1579,strAttribute,1,1
413,1435,strAttribute,1,1
416,1417,strAttribute,1,1
413,1409,strAttribute,1,1
413,1500,strAttribute,1,1
416,1450,strAttribute,1,1
413,1531,strAttribute,1,1
410,1555,strAttribute,1,1
416,1426,strAttribute,1,1
476,1600,strAttribute,1,1
478,1672,strAttribute,1,1
476,1678,strAttribute,1,1
478,1734,strAttribute,1,1
478,1718,strAttribute,1,1
476,1647,strAttribute,1,1
476,1710,strAttribute,1,1
476,1608,strAttribute,1,1
478,1791,strAttribute,1,1
476,1655,strAttribute,1,1
473,1702,strAttribute,1,1
478,1782,strAttribute,1,1
478,1742,strAttribute,1,1
478,1686,strAttribute,1,1
476,1750,strAttribute,1,1
478,1664,strAttribute,1,1
476,1765,strAttribute,1,1
478,1639,strAttribute,1,1
478,1613,strAttribute,1,1
478,1623,strAttribute,1,1
476,1634,strAttribute,1,1
478,1757,strAttribute,1,1
478,1774,strAttribute,1,1
476,1726,strAttribute,1,1
478,1694,strAttribute,1,1
591,1855,strAttribute,1,1
589,2176,strAttribute,1,1
589,1879,strAttribute,1,1
589,2129,strAttribute,1,1
590,1905,strAttribute,1,1
589,1799,strAttribute,1,1
591,1839,strAttribute,1,1
589,2168,strAttribute,1,1
592,2105,strAttribute,1,1
589,1823,strAttribute,1,1
589,1912,strAttribute,1,1
589,1922,strAttribute,1,1
589,2065,strAttribute,1,1
589,1980,strAttribute,1,1
589,1995,strAttribute,1,1
589,1955,strAttribute,1,1
593,2034,strAttribute,1,1
589,2072,strAttribute,1,1
592,1937,strAttribute,1,1
589,1931,strAttribute,1,1
592,1895,strAttribute,1,1
589,1864,strAttribute,1,1
593,2111,strAttribute,1,1
589,2050,strAttribute,1,1
593,1847,strAttribute,1,1
589,2146,strAttribute,1,1
589,2136,strAttribute,1,1
593,2057,strAttribute,1,1
589,2081,strAttribute,1,1
589,2185,strAttribute,1,1
593,1869,strAttribute,1,1
591,1947,strAttribute,1,1
589,2122,strAttribute,1,1
589,1970,strAttribute,1,1
592,2154,strAttribute,1,1
592,1816,strAttribute,1,1
593,1963,strAttribute,1,1
592,2042,strAttribute,1,1
589,2088,strAttribute,1,1
593,2096,strAttribute,1,1
589,1831,strAttribute,1,1
589,2025,strAttribute,1,1
589,1807,strAttribute,1,1
592,2004,strAttribute,1,1
593,2160,strAttribute,1,1
589,2012,strAttribute,1,1
589,1988,strAttribute,1,1
589,1889,strAttribute,1,1
591,2019,strAttribute,1,1
624,2258,strAttribute,1,1
626,2193,strAttribute,1,1
628,2524,strAttribute,1,1
627,2531,strAttribute,1,1
628,2266,strAttribute,1,1
627,2581,strAttribute,1,1
628,2322,strAttribute,1,1
628,2362,strAttribute,1,1
628,2452,strAttribute,1,1
628,2541,strAttribute,1,1
628,2388,strAttribute,1,1
628,2548,strAttribute,1,1
628,2305,strAttribute,1,1
628,2573,strAttribute,1,1
628,2313,strAttribute,1,1
624,2290,strAttribute,1,1
624,2354,strAttribute,1,1
628,2436,strAttribute,1,1
628,2226,strAttribute,1,1
626,2339,strAttribute,1,1
628,2412,strAttribute,1,1
624,2242,strAttribute,1,1
626,2218,strAttribute,1,1
628,2467,strAttribute,1,1
628,2491,strAttribute,1,1
628,2250,strAttribute,1,1
628,2282,strAttribute,1,1
627,2403,strAttribute,1,1
628,2482,strAttribute,1,1
627,2329,strAttribute,1,1
624,2498,strAttribute,1,1
627,2564,strAttribute,1,1
628,2348,strAttribute,1,1
625,2395,strAttribute,1,1
624,2370,strAttribute,1,1
628,2459,strAttribute,1,1
626,2515,strAttribute,1,1
624,2210,strAttribute,1,1
628,2508,strAttribute,1,1
624,2197,strAttribute,1,1
628,2444,strAttribute,1,1
628,2274,strAttribute,1,1
628,2428,strAttribute,1,1
628,2477,strAttribute,1,1
628,2420,strAttribute,1,1
627,2557,strAttribute,1,1
628,2379,strAttribute,1,1
627,2234,strAttribute,1,1
628,2297,strAttribute,1,1
682,2645,strAttribute,1,1
682,2945,strAttribute,1,1
688,2921,strAttribute,1,1
685,2818,strAttribute,1,1
688,2826,strAttribute,1,1
688,2929,strAttribute,1,1
682,2880,strAttribute,1,1
688,2677,strAttribute,1,1
685,2691,strAttribute,1,1
688,2952,strAttribute,1,1
688,2856,strAttribute,1,1
688,2753,strAttribute,1,1
688,2651,strAttribute,1,1
688,2896,strAttribute,1,1
685,2968,strAttribute,1,1
688,2746,strAttribute,1,1
688,2888,strAttribute,1,1
685,2707,strAttribute,1,1
688,2685,strAttribute,1,1
682,2960,strAttribute,1,1
685,2737,strAttribute,1,1
676,2785,strAttribute,1,1
685,2731,strAttribute,1,1
688,2777,strAttribute,1,1
688,2723,strAttribute,1,1
676,2669,strAttribute,1,1
688,2835,strAttribute,1,1
688,2699,strAttribute,1,1
688,2913,strAttribute,1,1
676,2867,strAttribute,1,1
682,2762,strAttribute,1,1
688,2589,strAttribute,1,1
682,2636,strAttribute,1,1
688,2659,strAttribute,1,1
688,2628,strAttribute,1,1
688,2794,strAttribute,1,1
682,2596,strAttribute,1,1
685,2813,strAttribute,1,1
688,2621,strAttribute,1,1
688,2875,strAttribute,1,1
682,2605,strAttribute,1,1
688,2715,strAttribute,1,1
688,2904,strAttribute,1,1
688,2841,strAttribute,1,1
688,2770,strAttribute,1,1
676,2939,strAttribute,1,1
688,2803,strAttribute,1,1
680,2613,strAttribute,1,1
688,2849,strAttribute,1,1
730,3092,strAttribute,1,1
729,3276,strAttribute,1,1
728,3050,strAttribute,1,1
728,3042,strAttribute,1,1
727,3058,strAttribute,1,1
728,3099,strAttribute,1,1
728,3162,strAttribute,1,1
728,3348,strAttribute,1,1
728,3146,strAttribute,1,1
728,3333,strAttribute,1,1
731,3132,strAttribute,1,1
728,3285,strAttribute,1,1
728,3218,strAttribute,1,1
729,3209,strAttribute,1,1
727,3009,strAttribute,1,1
728,2984,strAttribute,1,1
729,3340,strAttribute,1,1
728,3225,strAttribute,1,1
727,3168,strAttribute,1,1
730,3154,strAttribute,1,1
728,3114,strAttribute,1,1
728,3356,strAttribute,1,1
730,3138,strAttribute,1,1
730,3106,strAttribute,1,1
729,3326,strAttribute,1,1
728,3033,strAttribute,1,1
727,3292,strAttribute,1,1
728,3266,strAttribute,1,1
727,3317,strAttribute,1,1
728,3232,strAttribute,1,1
728,3185,strAttribute,1,1
727,2993,strAttribute,1,1
728,3309,strAttribute,1,1
728,3192,strAttribute,1,1
728,3201,strAttribute,1,1
728,2998,strAttribute,1,1
728,3249,strAttribute,1,1
728,3122,strAttribute,1,1
727,3084,strAttribute,1,1
728,3260,strAttribute,1,1
729,3075,strAttribute,1,1
728,3176,strAttribute,1,1
729,3240,strAttribute,1,1
729,3299,strAttribute,1,1
728,3016,strAttribute,1,1
728,3025,strAttribute,1,1
728,3363,strAttribute,1,1
728,3065,strAttribute,1,1
727,2976,strAttribute,1,1
780,3734,strAttribute,1,1
779,3719,strAttribute,1,1
781,3413,strAttribute,1,1
778,3503,strAttribute,1,1
778,3559,strAttribute,1,1
781,3750,strAttribute,1,1
778,3535,strAttribute,1,1
778,3711,strAttribute,1,1
779,3686,strAttribute,1,1
778,3543,strAttribute,1,1
779,3756,strAttribute,1,1
778,3421,strAttribute,1,1
778,3495,strAttribute,1,1
781,3527,strAttribute,1,1
778,3511,strAttribute,1,1
778,3479,strAttribute,1,1
778,3397,strAttribute,1,1
778,3694,strAttribute,1,1
778,3429,strAttribute,1,1
778,3389,strAttribute,1,1
778,3447,strAttribute,1,1
778,3662,strAttribute,1,1
778,3551,strAttribute,1,1
781,3727,strAttribute,1,1
778,3582,strAttribute,1,1
778,3592,strAttribute,1,1
778,3471,strAttribute,1,1
780,3381,strAttribute,1,1
781,3566,strAttribute,1,1
778,3703,strAttribute,1,1
778,3616,strAttribute,1,1
780,3574,strAttribute,1,1
781,3462,strAttribute,1,1
778,3631,strAttribute,1,1
778,3519,strAttribute,1,1
781,3455,strAttribute,1,1
780,3599,strAttribute,1,1
778,3372,strAttribute,1,1
778,3405,strAttribute,1,1
781,3639,strAttribute,1,1
778,3647,strAttribute,1,1
777,3623,strAttribute,1,1
780,3678,strAttribute,1,1
778,3487,strAttribute,1,1
778,3607,strAttribute,1,1
780,3671,strAttribute,1,1
779,3436,strAttribute,1,1
778,3654,strAttribute,1,1
780,3742,strAttribute,1,1
924,3876,strAttribute,1,1
925,4152,strAttribute,1,1
929,3968,strAttribute,1,1
938,4020,strAttribute,1,1
919,4245,strAttribute,1,1
944,4545,strAttribute,1,1
907,4428,strAttribute,1,1
933,4341,strAttribute,1,1
923,4757,strAttribute,1,1
917,4317,strAttribute,1,1
933,4505,strAttribute,1,1
925,4301,strAttribute,1,1
922,4601,strAttribute,1,1
923,3868,strAttribute,1,1
903,4403,strAttribute,1,1
943,3996,strAttribute,1,1
915,4619,strAttribute,1,1
924,4716,strAttribute,1,1
942,4137,strAttribute,1,1
920,4772,strAttribute,1,1
950,4032,strAttribute,1,1
925,4643,strAttribute,1,1
948,4128,strAttribute,1,1
945,4113,strAttribute,1,1
928,4483,strAttribute,1,1
916,3928,strAttribute,1,1
945,3900,strAttribute,1,1
918,4027,strAttribute,1,1
945,4780,strAttribute,1,1
933,4489,strAttribute,1,1
927,4121,strAttribute,1,1
941,4552,strAttribute,1,1
948,4691,strAttribute,1,1
903,3883,strAttribute,1,1
943,4651,strAttribute,1,1
910,4749,strAttribute,1,1
910,3784,strAttribute,1,1
930,4635,strAttribute,1,1
943,4411,strAttribute,1,1
944,4293,strAttribute,1,1
940,4379,strAttribute,1,1
913,4667,strAttribute,1,1
909,4467,strAttribute,1,1
935,4528,strAttribute,1,1
903,4057,strAttribute,1,1
924,3827,strAttribute,1,1
942,3979,strAttribute,1,1
910,4461,strAttribute,1,1
906,4373,strAttribute,1,1
905,4766,strAttribute,1,1
915,4804,strAttribute,1,1
922,4796,strAttribute,1,1
906,4144,strAttribute,1,1
910,3944,strAttribute,1,1
909,4253,strAttribute,1,1
920,4355,strAttribute,1,1
910,4443,strAttribute,1,1
910,4178,strAttribute,1,1
937,3791,strAttribute,1,1
903,3905,strAttribute,1,1
918,4237,strAttribute,1,1
937,4261,strAttribute,1,1
905,4568,strAttribute,1,1
922,3960,strAttribute,1,1
909,4040,strAttribute,1,1
907,4221,strAttribute,1,1
915,4089,strAttribute,1,1
925,3912,strAttribute,1,1
948,4731,strAttribute,1,1
915,4326,strAttribute,1,1
905,4560,strAttribute,1,1
943,4450,strAttribute,1,1
924,4738,strAttribute,1,1
913,3817,strAttribute,1,1
916,4363,strAttribute,1,1
937,3766,strAttribute,1,1
945,4682,strAttribute,1,1
921,4277,strAttribute,1,1
935,4698,strAttribute,1,1
932,3936,strAttribute,1,1
944,4066,strAttribute,1,1
923,4012,strAttribute,1,1
918,4269,strAttribute,1,1
954,3853,strAttribute,1,1
951,4659,strAttribute,1,1
953,3835,strAttribute,1,1
910,4097,strAttribute,1,1
948,4626,strAttribute,1,1
929,3775,strAttribute,1,1
907,4205,strAttribute,1,1
927,4575,strAttribute,1,1
944,4395,strAttribute,1,1
933,4309,strAttribute,1,1
925,4081,strAttribute,1,1
928,4333,strAttribute,1,1
943,4162,strAttribute,1,1
945,4229,strAttribute,1,1
928,4436,strAttribute,1,1
950,3801,strAttribute,1,1
929,4188,strAttribute,1,1
924,4707,strAttribute,1,1
928,3920,strAttribute,1,1
935,4196,strAttribute,1,1
920,4170,strAttribute,1,1
922,4591,strAttribute,1,1
910,3861,strAttribute,1,1
910,4213,strAttribute,1,1
943,4349,strAttribute,1,1
925,4498,strAttribute,1,1
928,4476,strAttribute,1,1
935,4514,strAttribute,1,1
927,4583,strAttribute,1,1
921,4074,strAttribute,1,1
928,4521,strAttribute,1,1
921,3987,strAttribute,1,1
948,4673,strAttribute,1,1
945,4607,strAttribute,1,1
929,4001,strAttribute,1,1
944,4724,strAttribute,1,1
940,3844,strAttribute,1,1
950,4285,strAttribute,1,1
937,3952,strAttribute,1,1
907,4419,strAttribute,1,1
921,3809,strAttribute,1,1
916,4788,strAttribute,1,1
